52	188.35	38.54	51.67	58.76	188.35	38.11	46.27	40.37	44.72	31.23	8.89	10.81	7.06	37.55	11.34	7.35	
53	114.64	35.13	47.40	54.18	68.86	35.13	38.23	32.97	46.10	30.12	16.24	12.87	43.32	29.42	37.54	42.26	
54	51.61	33.60	48.05	55.80	37.20	33.32	45.43	38.76	51.04	29.72	47.24	54.39	41.73	30.33	48.38	54.79	
55	116.11	37.03	51.40	61.36	69.72	36.84	86.38	83.02	139.84	35.22	95.26	100.63	135.48	35.49	106.30	110.30	
56	65.68	31.73	30.26	33.60	65.68	31.24	43.32	34.11	88.15	31.67	48.83	55.63	189.93	33.43	75.76	82.86	
57	197.36	33.95	37.95	43.55	33.95	33.84	74.58	64.99	43.41	30.05	90.86	96.01	12.25	30.13	44.61	50.80	
58	10.01	27.87	11.54	10.24	10.20	27.87	42.44	39.69	38.91	25.99	25.24	19.72	38.84	26.82	22.14	17.29	
59	15.66	23.30	14.76	18.69	15.66	24.23	51.14	50.27	17.41	24.81	55.45	58.97	29.84	24.97	29.77	24.48	
60	91.92	19.50	39.95	50.15	91.92	19.26	62.37	61.74	31.34	17.65	33.83	27.82	53.12	19.92	61.17	54.98	
61	37.20	21.99	30.53	38.39	31.18	21.84	32.23	23.31	13.58	17.48	28.24	23.13	11.63	20.30	61.61	68.18	
62	75.24	19.76	41.67	51.33	75.24	20.44	66.36	57.04	66.11	20.29	52.35	48.18	66.11	19.19	99.63	106.67	
63	17.00	15.78	23.93	30.35	17.00	16.00	49.32	46.92	122.61	19.54	43.39	45.01	98.15	17.84	55.27	49.59	
64	120.04	24.22	46.60	58.49	70.13	23.90	67.12	57.57	219.97	19.80	85.24	91.74	64.92	19.62	62.91	60.34	
65	76.32	20.53	7.30	16.14	26.93	20.09	44.37	40.69	54.49	19.28	50.03	54.11	224.11	24.77	106.33	113.26	
66	71.12	27.14	10.73	14.55	71.12	26.59	45.93	42.71	53.13	25.09	50.91	55.93	32.45	29.06	47.77	52.88	
67	48.51	32.33	39.11	43.98	43.32	32.82	27.78	20.37	17.02	29.29	45.95	48.82	25.55	32.96	21.03	16.95	
68	61.91	48.01	56.48	62.68	57.19	48.07	37.99	35.95	60.39	45.90	101.27	104.62	69.00	48.74	98.39	103.40	
69	39.27	46.11	28.07	18.95	36.91	47.00	30.80	28.38	40.21	53.60	41.55	42.21	37.58	54.56	104.01	110.22	
70	39.65	57.88	35.58	25.36	39.65	57.43	43.87	41.97	47.12	61.51	87.09	79.36	75.91	61.05	13.70	18.49	
71	57.97	68.01	49.12	40.14	57.97	68.39	57.77	57.90	58.94	71.54	99.88	93.00	57.22	71.62	95.71	89.48	
72	24.79	71.99	50.95	41.20	24.79	72.52	61.04	60.45	64.64	71.07	27.75	23.03	37.72	71.23	8.74	15.51	
73	17.49	81.72	58.45	48.80	17.49	81.72	46.04	46.26	37.16	81.73	29.59	23.27	48.80	82.30	7.84	9.64	
74	293.46	91.25	68.67	58.28	293.46	90.76	53.03	53.28	293.46	91.75	36.32	29.60	293.46	92.67	78.68	73.80	
75	15.66	91.20	69.66	58.27	46.96	91.76	51.40	51.30	49.45	89.80	34.30	26.32	49.45	90.19	18.25	13.83	
76	69.13	95.91	75.93	65.62	69.13	96.06	54.13	53.55	67.47	99.69	39.44	32.47	59.74	96.24	50.02	55.23	
77	306.77	108.01	131.00	140.89	306.77	107.64	137.77	130.63	14.84	101.51	41.83	32.82	33.47	102.68	29.64	23.44	
78	18.40	99.51	77.05	66.38	18.40	99.11	56.64	56.31	18.40	96.58	37.75	28.80	14.09	98.86	25.15	18.38	
79	18.12	94.03	71.54	60.87	18.12	93.55	51.39	51.00	90.02	93.39	32.66	23.65	40.48	94.09	21.51	17.10	
80	17.59	86.11	65.93	53.56	17.59	86.96	48.00	47.62	26.63	85.16	30.60	21.83	42.30	90.45	18.97	14.96	
81	34.18	85.16	64.36	52.96	34.18	85.28	42.13	42.39	33.74	86.83	24.09	15.88	50.78	87.33	24.94	24.05	
82	29.15	76.13	56.01	44.63	29.15	76.60	34.04	33.21	83.22	79.15	18.18	10.02	29.41	76.99	20.67	21.22	
83	280.00	80.93	104.13	114.21	280.00	81.16	111.30	104.30	44.94	78.79	20.58	13.85	44.94	75.94	17.37	19.21	
84	33.68	71.81	49.99	39.92	33.68	71.43	28.95	28.30	47.79	72.19	12.23	6.01	37.47	68.10	19.53	23.36	
85	34.95	66.57	47.15	36.24	34.95	67.82	24.97	24.00	76.94	68.55	9.74	5.67	74.56	73.53	56.64	52.15	
86	38.35	65.46	45.37	34.56	38.35	65.61	23.53	22.08	75.38	65.51	7.74	7.77	42.46	67.73	24.02	28.19	
87	257.90	60.11	83.27	92.86	60.92	60.70	87.54	80.33	73.41	59.94	7.57	13.95	54.20	58.89	32.71	38.16	
88	72.52	54.35	38.19	35.60	72.52	53.53	68.29	62.91	71.79	51.46	15.03	22.70	69.51	50.55	44.62	49.76	
89	70.61	47.69	64.90	73.57	56.80	47.36	64.41	57.74	26.00	43.11	21.95	28.15	67.97	45.06	36.18	32.01	
90	38.12	33.49	18.62	16.44	38.12	33.75	16.97	14.68	39.12	33.71	14.39	18.86	52.72	37.56	43.70	48.18	
91	52.02	27.46	17.45	21.14	25.38	26.87	26.27	22.75	2.92	29.94	73.20	71.59	13.94	29.34	99.07	102.33	
92	68.63	24.47	24.40	31.91	49.90	23.50	59.12	49.46	31.98	20.65	22.33	22.29	31.98	19.36	30.44	23.98	
93	67.98	21.93	27.87	36.03	48.39	21.55	58.09	48.43	20.90	17.43	36.54	36.56	40.95	16.19	63.94	65.51	
94	38.41	9.34	26.91	35.54	30.10	9.73	55.22	44.69	121.37	7.18	66.41	73.34	74.26	6.60	70.21	72.67	
95	85.18	10.53	32.05	43.40	58.59	10.93	59.62	57.46	65.62	12.25	44.30	44.88	45.68	11.31	70.69	70.56	
96	97.00	9.49	13.60	23.90	47.42	9.99	54.37	43.81	79.63	11.14	41.65	43.34	39.63	11.76	65.11	66.02	
97	47.70	22.64	42.65	53.28	39.39	22.08	59.66	50.12	185.72	14.25	54.53	60.83	13.65	12.37	33.07	25.93	
98	91.60	17.61	5.63	16.18	43.14	17.57	59.27	47.72	32.80	17.37	33.64	35.29	30.96	18.54	62.63	55.52	
99	73.09	29.42	49.32	59.45	54.80	28.51	62.03	52.88	106.46	25.52	41.95	48.88	120.31	25.56	59.20	62.22	
100	82.20	31.04	50.01	57.71	37.11	30.71	63.95	53.06	14.98	29.00	12.82	14.85	21.34	30.20	26.78	21.23	
101	132.31	38.58	59.90	71.76	132.31	38.41	91.48	89.98	168.96	34.84	34.09	40.01	33.47	34.39	21.77	16.94	
102	160.03	43.01	22.36	15.95	160.03	43.27	55.45	49.09	160.03	43.48	26.05	31.46	42.06	43.20	15.56	13.72	
103	152.09	51.87	30.87	23.27	152.09	52.13	60.53	55.23	152.09	52.33	17.57	22.62	50.92	51.86	15.94	18.18	
104	143.59	59.81	37.98	29.35	143.59	60.11	63.22	59.14	143.59	60.32	12.95	15.70	143.59	59.65	29.16	35.93	
105	135.76	68.35	46.42	37.55	135.76	68.65	69.21	65.97	135.76	68.86	10.25	8.65	49.24	65.96	20.78	25.71	
106	72.35	72.88	64.36	63.48	72.35	73.12	126.40	123.76	130.82	72.90	14.31	9.95	49.52	71.01	18.09	22.08	
107	127.65	75.19	52.65	43.26	127.65	75.54	71.18	69.09	127.65	75.76	16.87	11.45	39.54	70.93	17.89	21.81	
108	27.99	76.32	53.67	43.11	27.99	76.69	70.91	67.27	44.70	76.14	18.27	11.88	124.11	76.92	16.76	20.82	
109	180.00	85.18	108.15	118.95	180.00	85.57	134.83	134.60	99.79	77.38	24.06	20.71	81.23	77.33	65.28	61.92	
110	119.16	83.18	60.39	50.76	119.16	83.56	75.68	74.56	39.82	79.88	21.86	14.40	49.25	81.25	9.57	10.19	
111	117.04	85.20	62.35	52.69	117.04	85.58	76.92	76.01	117.04	85.80	25.91	19.00	49.43	84.48	12.08	11.53	
112	22.77	77.11	56.67	44.18	22.77	77.94	70.51	65.74	37.90	81.55	22.72	14.93	48.34	84.05	13.68	13.22	
113	118.87	82.76	59.81	50.08	118.87	83.16	73.87	73.01	118.87	83.39	25.51	19.05	53.26	80.53	11.99	15.57	
114	176.44	81.72	103.64	115.57	176.44	81.64	131.73	130.64	45.76	74.76	19.02	13.36	38.40	73.22	14.76	18.87	
115	126.67	75.13	52.31	42.69	126.67	75.52	68.96	67.27	126.67	75.74	19.80	14.76	60.96	72.93	16.90	21.82	
116	128.55	72.71	49.75	40.05	72.71	73.66	66.03	64.09	128.55	73.33	20.52	16.40	128.55	72.72	14.04	20.33	
117	137.38	63.20	40.10	30.31	63.20	64.17	57.61	54.85	137.38	63.86	21.76	20.95	111.20	64.42	118.23	121.90	
118	144.11	55.92	32.59	22.60	144.11	56.41	48.87	46.11	144.11	56.64	28.25	29.00	69.56	55.11	26.24	33.34	
119	155.72	60.23	83.50	94.28	105.73	60.66	105.88	103.61	48.62	55.33	29.39	28.13	11.88	53.55	22.74	27.83	
120	52.16	47.02	23.82	13.74	52.16	46.58	36.46	31.47	151.86	46.98	38.20	40.69	48.09	47.77	30.82	35.52	
121	160.86	40.46	18.51	11.02	160.86	41.11	32.40	27.51	86.03	38.78	44.57	48.19	94.67	38.32	45.72	52.87	
122	13.57	32.39	16.18	14.11	15.21	33.32	47.85	46.79	75.70	34.10	58.60	53.38	122.91	35.74	84.15	90.87	
123	34.79	30.86	32.31	36.77	30.70	30.41	71.24	69.95	30.01	27.75	47.34	41.08	59.27	28.96	45.29	40.70	
124	186.49	28.61	25.66	30.38	28.61	29.40	18.12	7.51	186.49	29.61	70.97	74.65	63.28	30.18	44.64	40.45	
125	194.59	31.38	34.14	39.70	31.38	32.16	20.57	13.26	72.92	30.43	79.37	83.47	83.70	31.22	79.27	84.89	
126	70.71	29.31	34.83	38.24	70.71	28.31	29.31	20.06	201.30	32.38	85.83	89.87	32.20	32.23	58.31	51.91	
127	55.01	32.35	35.53	39.64	33.13	33.22	33.33	30.82	41.93	36.22	34.39	37.43	26.80	34.08	11.60	5.69	
128	47.33	39.93	38.74	40.25	47.33	39.93	30.23	30.06	74.50	39.16	7.02	2.60	24.61	42.53	23.91	28.24	
129	41.46	47.61	43.67	43.58	24.30	47.99	24.96	24.83	63.79	48.42	41.53	49.09	24.44	48.67	19.92	23.28	
130	231.15	55.59	70.01	77.30	56.13	56.40	55.51	52.29	24.55	52.86	15.53	17.04	78.58	58.00	117.99	116.78	
131	90.95	59.28	79.14	88.56	90.95	59.40	89.13	80.82	56.93	57.02	11.65	15.56	92.01	57.96	15.10	16.03	
132	37.85	52.39	47.47	45.61	37.85	52.76	25.60	24.52	18.19	53.45	18.24	20.27	54.00	58.58	27.47	33.63	
133	58.41	50.84	50.13	51.46	58.41	51.27	35.81	35.45	55.03	55.93	18.51	14.52	30.68	54.41	19.03	25.69	
134	45.44	53.63	60.63	63.03	11.60	54.20	36.87	35.18	22.90	51.46	24.11	16.16	13.58	52.07	30.14	37.01	
135	73.89	57.45	65.67	70.40	73.89	57.91	60.08	59.47	57.73	60.36	67.63	71.57	50.29	58.69	90.70	88.98	
136	132.15	66.41	76.63	84.72	90.13	65.31	72.30	73.40	145.14	63.67	86.85	95.10	161.82	64.11	108.98	112.20	
137	181.59	61.39	73.56	81.83	181.59	62.30	108.58	98.15	118.06	61.65	88.61	90.60	181.59	61.65	39.40	38.74	
138	73.29	54.06	68.09	75.44	73.29	54.51	72.94	71.99	45.47	53.79	50.64	42.70	15.69	55.98	49.63	43.74	
139	48.66	50.11	63.58	71.56	48.66	50.51	70.52	68.40	68.24	47.71	49.19	41.39	88.90	49.32	63.54	69.22	
140	19.16	37.59	30.97	30.67	19.16	38.36	12.11	2.16	104.25	39.13	47.10	40.36	110.40	41.45	63.94	71.56	
141	128.62	42.76	58.69	68.55	128.62	43.58	91.05	81.15	20.51	40.53	62.75	61.94	0.71	39.57	38.47	32.63	
142	23.42	34.89	23.28	21.91	23.42	34.89	16.55	7.95	174.27	40.27	65.88	69.75	154.62	41.30	94.46	97.04	
143	169.49	38.58	23.33	21.75	169.49	39.37	18.64	12.98	26.16	38.45	55.12	56.00	169.49	39.49	54.79	61.51	
144	164.47	38.44	19.20	15.90	164.47	38.18	23.60	17.45	55.75	39.01	98.66	106.65	99.07	42.73	84.11	89.52	
145	39.32	42.76	50.61	56.26	39.32	43.33	36.00	32.23	38.58	45.26	71.02	65.06	64.25	46.25	69.25	64.14	
146	51.64	53.33	74.88	85.15	51.64	53.41	99.38	98.48	28.76	49.83	78.32	73.23	32.47	51.66	102.25	108.19	
147	58.34	59.27	66.22	71.00	58.34	58.86	42.14	41.03	56.71	58.78	97.73	97.18	53.81	58.17	8.12	12.81	
148	139.95	74.54	96.66	107.99	139.95	75.08	118.20	117.30	130.64	72.44	132.85	140.25	51.41	71.66	90.72	85.72	
149	142.64	76.78	98.25	109.82	142.64	76.81	122.04	121.25	151.32	77.60	135.54	141.65	144.63	78.14	140.31	141.24	
150	107.69	76.45	53.29	43.57	78.85	76.45	112.43	102.52	96.83	79.59	117.52	115.97	104.86	78.65	95.97	100.28	
151	15.95	81.50	58.50	47.20	15.95	80.98	47.21	47.10	37.98	78.11	31.41	24.39	115.04	84.87	5.57	5.74	
152	91.42	92.32	67.76	58.28	91.42	91.83	77.54	77.93	102.69	92.79	156.27	163.24	22.60	89.23	21.43	22.93	
153	105.72	96.21	73.20	63.41	105.72	96.61	84.61	84.71	134.94	98.36	76.52	84.08	87.18	97.05	87.87	86.83	
154	139.18	101.74	94.69	93.41	139.18	101.33	133.20	125.92	22.20	96.68	37.11	27.84	123.75	100.32	20.41	14.11	
155	17.20	103.59	80.22	69.43	17.20	103.59	90.61	89.14	51.66	103.51	44.80	37.27	51.66	102.78	85.71	80.62	
156	90.95	111.85	88.85	79.05	90.95	112.25	98.54	99.35	113.32	111.97	89.77	96.99	110.97	111.87	101.19	99.93	
157	118.12	113.96	91.32	80.92	118.12	114.01	144.70	135.69	87.71	115.06	53.33	45.90	72.54	113.16	60.96	66.70	
158	13.09	104.71	82.77	70.34	13.09	105.54	87.01	85.64	14.08	105.05	50.66	40.85	110.66	111.66	61.50	68.94	
159	91.83	108.23	84.90	74.91	91.83	108.72	88.91	90.96	91.83	108.95	53.12	46.00	91.83	108.40	26.42	18.98	
160	100.73	104.58	100.23	100.65	100.73	104.58	143.41	136.08	95.51	105.25	51.83	44.95	67.88	103.74	22.43	16.19	
161	201.81	106.64	128.80	140.66	201.81	106.66	152.29	151.62	98.23	102.58	50.50	43.80	98.23	102.07	20.24	12.76	
162	100.82	99.63	76.36	66.41	100.82	100.17	76.91	79.53	100.82	100.41	51.50	45.16	100.82	99.92	19.13	12.28	
163	110.29	90.58	67.41	57.52	110.29	91.15	67.43	69.89	110.29	91.39	47.30	41.82	110.29	90.92	13.11	9.66	
164	177.47	82.70	105.70	116.32	177.47	83.14	124.83	124.99	123.92	79.06	45.51	41.89	123.92	78.64	15.86	19.13	
165	176.12	83.28	104.78	116.10	176.12	82.30	122.85	123.02	194.98	83.45	138.80	147.66	126.80	78.26	22.66	25.51	
166	38.00	70.91	48.66	39.41	38.00	70.91	39.82	41.53	132.38	74.17	52.19	49.80	132.38	73.84	25.19	27.38	
167	65.51	67.13	69.24	73.63	65.51	67.63	110.36	110.00	138.75	66.43	48.15	46.79	138.75	66.09	27.87	33.17	
168	53.28	49.73	28.73	20.80	53.28	50.44	28.31	25.18	33.19	51.59	39.94	37.37	46.70	52.65	35.66	40.06	
169	45.40	47.24	49.53	54.75	45.40	46.76	93.04	92.37	134.08	42.88	47.35	50.74	138.98	42.83	42.31	49.88	
170	60.73	41.12	20.35	15.19	60.73	41.12	25.54	19.39	79.55	42.59	63.53	57.33	87.57	43.46	65.58	62.34	
171	37.03	31.68	13.53	9.81	37.03	31.68	28.58	21.28	79.12	35.74	63.09	57.67	129.41	38.74	87.56	94.32	
172	32.80	25.05	27.87	34.31	32.80	24.32	67.31	66.61	37.34	24.43	53.83	50.95	17.72	24.92	33.81	26.80	
173	84.31	13.68	25.83	32.95	84.31	14.51	37.17	27.36	105.99	12.73	62.83	69.42	98.76	13.94	61.22	66.96	
174	94.40	16.58	34.98	43.51	94.40	16.05	60.90	50.51	105.74	14.35	29.02	28.31	39.59	14.20	76.97	84.00	
175	212.17	17.26	37.32	46.86	212.17	17.43	50.29	40.72	104.85	14.78	28.03	29.29	50.93	16.23	50.16	52.21	
176	112.19	18.95	41.04	50.93	112.19	18.86	50.37	41.65	58.50	17.92	58.69	54.64	216.81	18.72	99.58	106.28	
177	216.52	16.77	39.95	49.92	16.77	15.84	56.66	46.79	216.52	17.12	56.18	52.98	17.67	17.20	68.41	65.46	
178	84.11	10.31	12.21	23.81	84.11	11.16	43.87	42.46	105.00	12.56	53.90	60.32	96.77	11.74	66.94	74.39	
179	72.71	23.66	1.79	9.97	72.71	23.70	36.23	34.54	227.30	26.63	94.32	100.64	227.30	27.21	109.15	116.64	
180	229.71	29.77	53.07	63.07	229.71	29.23	73.37	63.61	229.71	29.00	95.65	102.12	47.66	28.54	52.57	47.53	
181	237.93	38.62	61.64	71.57	38.62	37.57	80.03	69.66	40.78	34.51	39.01	40.13	28.69	37.91	68.22	63.14	
182	256.91	57.28	80.47	90.44	256.91	56.70	99.20	89.89	256.91	56.46	120.85	127.65	64.00	53.24	27.67	34.73	
183	265.68	65.52	89.78	99.48	265.68	65.43	108.37	99.73	110.46	68.45	115.16	117.53	265.68	66.67	148.56	155.19	
184	29.15	63.84	42.70	30.94	29.15	64.44	44.66	41.71	271.90	69.80	34.96	30.07	271.90	70.07	96.48	92.14	
185	58.15	65.84	46.69	37.35	51.50	66.09	49.90	50.01	54.66	66.43	36.80	34.01	18.76	69.64	13.91	20.36	
186	85.12	68.54	74.63	76.96	81.18	68.87	47.20	47.99	51.49	68.20	37.31	33.47	58.19	69.97	23.91	30.44	
187	70.02	62.72	63.20	65.25	70.02	63.15	47.40	45.45	70.71	67.40	62.54	68.54	70.71	65.74	16.09	21.27	
188	35.20	55.91	38.72	29.31	43.28	56.43	42.72	42.64	74.52	62.29	40.90	41.11	35.17	60.94	17.66	24.05	
189	41.74	45.72	29.04	20.55	16.51	47.20	29.71	28.60	17.73	45.87	36.06	35.16	13.21	48.95	26.07	32.31	
190	258.82	63.06	85.80	95.46	258.82	63.22	102.59	100.91	20.72	57.15	36.05	28.83	37.17	57.18	32.95	38.01	
191	60.60	53.50	54.43	53.70	60.60	54.11	22.57	24.90	29.12	49.17	43.31	40.86	31.75	50.36	10.94	6.16	
192	69.76	52.52	48.45	48.47	38.03	52.95	10.82	16.99	41.52	47.21	46.07	38.51	24.04	49.70	51.37	55.75	
193	88.25	38.66	28.28	23.68	48.15	39.27	12.96	12.18	61.06	39.64	71.96	72.00	28.69	38.61	48.06	43.72	
194	96.70	40.44	42.21	47.41	96.70	40.20	80.20	78.18	24.55	41.00	80.87	81.78	24.27	35.65	52.33	58.22	
195	105.76	41.75	24.33	16.03	105.76	41.40	86.78	84.68	39.20	39.47	46.72	48.46	23.90	41.25	42.71	47.74	
196	111.70	44.27	64.22	74.89	68.02	43.34	89.08	86.62	39.26	37.66	41.89	44.52	28.31	36.46	43.73	50.78	
197	9.30	37.61	18.78	9.00	16.64	37.12	38.80	33.83	83.93	35.47	55.38	62.61	58.18	38.06	39.12	44.48	
198	39.91	32.56	11.67	1.38	39.91	33.41	32.61	29.92	6.80	28.80	34.34	37.67	5.30	33.64	35.59	39.83	
199	55.63	37.69	38.99	41.58	55.63	38.64	34.16	33.22	8.21	34.50	13.07	5.87	14.94	35.08	30.96	35.52	
200	48.81	46.54	57.84	64.31	39.78	47.02	44.78	41.74	33.77	43.31	13.52	6.72	38.81	43.31	16.47	20.96	
201	54.28	52.20	32.12	23.05	54.28	52.25	30.58	30.96	55.63	51.82	40.01	45.28	35.71	46.22	29.52	36.67	
202	42.78	48.31	43.18	41.10	42.78	49.24	47.62	39.86	64.86	47.55	23.44	26.32	64.86	53.02	5.54	10.35	
203	182.98	59.76	54.10	53.54	182.98	59.85	56.90	52.82	30.50	53.19	14.01	13.46	117.87	59.23	118.80	123.58	
204	143.07	67.12	79.86	87.14	143.07	66.59	65.71	64.48	101.98	65.87	47.13	54.83	59.76	65.31	127.13	134.03	
205	64.86	61.28	73.04	78.04	64.86	60.82	61.32	57.44	57.88	57.71	39.67	44.81	27.30	54.22	22.95	29.23	
206	43.23	53.11	49.35	49.18	43.23	53.53	48.42	43.21	65.97	52.62	46.58	53.32	60.10	49.42	23.45	30.98	
207	44.42	46.52	45.60	45.71	44.42	46.49	37.50	30.69	68.95	51.89	54.22	61.03	65.07	50.99	27.10	34.85	
