47	49.51	199.63	123.40	37.23	101.53	73.96	
48	68.04	199.23	135.83	35.51	104.83	183.45	
49	35.39	199.16	28.50	42.26	44.23	128.80	
50	59.52	195.96	107.75	91.27	113.57	97.46	
51	90.27	188.47	135.03	53.76	93.96	15.57	
52	77.98	188.35	54.09	59.20	106.04	19.24	
53	95.84	194.27	67.31	76.23	80.70	68.86	
54	83.64	189.59	41.00	125.45	105.01	60.90	
55	82.28	191.73	126.61	24.38	122.15	56.36	
56	87.62	189.93	153.24	21.66	75.43	36.22	
57	87.50	197.36	137.04	53.85	32.27	92.79	
58	92.51	202.95	134.88	80.29	30.66	94.79	
59	108.05	207.54	102.49	43.66	115.84	184.69	
60	62.24	215.20	91.23	82.12	40.61	88.37	
61	40.50	221.57	62.80	81.79	18.74	67.58	
62	97.94	217.16	73.67	117.99	80.21	137.52	
63	73.93	215.52	132.77	79.61	8.14	188.86	
64	70.11	219.97	101.02	102.15	38.58	92.50	
65	62.80	224.11	122.77	28.86	120.51	46.24	
66	90.12	230.08	95.20	55.71	72.47	125.51	
67	47.18	234.44	77.01	75.47	42.54	22.77	
68	140.23	248.48	70.00	82.34	66.96	77.54	
69	37.17	256.91	91.61	98.02	113.78	195.44	
70	115.50	261.67	98.79	155.33	119.69	98.48	
71	127.91	271.81	35.60	47.17	120.77	79.31	
72	122.55	275.31	74.42	97.10	70.03	34.91	
73	23.26	283.88	42.26	85.54	50.45	135.48	
74	144.13	293.46	66.58	118.70	131.26	90.18	
75	135.17	294.97	113.36	224.53	86.92	59.30	
76	125.50	300.25	177.00	104.73	74.92	81.90	
77	151.60	306.77	104.19	63.30	150.83	162.56	
78	142.58	302.45	95.58	52.70	23.16	20.36	
79	129.52	296.63	97.83	135.95	135.15	171.42	
80	134.78	293.85	101.99	6.80	107.14	68.15	
81	127.23	288.11	109.34	96.21	11.18	15.07	
82	83.34	281.02	135.15	161.64	81.60	19.91	
83	152.35	280.00	68.95	143.71	124.45	64.92	
84	115.30	273.08	111.79	54.32	106.73	23.69	
85	161.77	271.70	45.35	119.22	51.54	133.33	
86	49.74	267.83	88.09	15.70	47.94	68.12	
87	14.01	257.90	89.70	106.99	103.19	131.44	
88	34.40	249.80	46.33	93.76	53.53	88.32	
89	9.71	241.05	73.75	78.81	58.25	97.63	
90	72.72	233.09	88.77	14.04	60.21	135.64	
91	36.83	222.23	59.55	82.71	64.16	34.03	
92	4.27	213.75	77.00	96.51	56.01	65.06	
93	80.77	205.38	99.66	43.73	54.23	75.41	
94	101.62	199.08	45.24	72.98	97.72	69.89	
95	63.20	192.71	54.28	31.47	15.57	54.09	
96	49.65	190.60	93.04	71.43	108.92	93.60	
97	14.32	185.72	100.26	85.34	27.17	66.77	
98	78.77	182.57	38.35	50.51	61.40	73.89	
99	54.80	174.71	139.29	46.01	97.50	99.56	
100	37.44	172.15	117.35	116.62	61.83	53.08	
101	53.05	168.96	65.29	26.12	66.12	134.92	
102	60.51	160.03	42.01	19.10	66.61	95.59	
103	62.10	152.09	150.00	110.31	77.96	79.56	
104	66.04	143.59	152.19	80.65	69.70	82.08	
105	70.68	135.76	86.82	67.10	76.55	56.30	
106	44.53	130.82	173.29	123.28	97.09	48.71	
107	76.03	127.65	42.57	72.95	74.39	15.01	
108	71.34	124.11	181.33	156.20	78.51	82.82	
109	37.00	121.98	171.39	73.67	93.23	44.12	
110	14.56	119.16	186.44	42.93	78.43	64.27	
111	76.72	117.04	157.19	187.05	31.80	40.92	
112	81.81	117.38	172.21	105.80	77.51	73.35	
113	76.84	118.87	155.11	141.38	73.82	87.69	
114	70.72	124.86	160.90	115.50	71.31	185.57	
115	22.94	126.67	86.55	43.14	71.17	44.99	
116	66.09	128.55	137.91	108.85	13.83	16.56	
117	113.28	137.38	122.91	61.36	59.35	17.07	
118	141.78	144.11	136.31	22.64	127.20	12.75	
119	54.08	144.32	125.94	18.61	89.08	128.28	
120	44.12	151.86	18.03	57.92	66.37	58.33	
121	53.48	160.86	49.25	79.07	44.41	37.85	
122	91.50	168.54	129.92	41.08	33.87	41.58	
123	28.74	177.69	86.18	38.47	51.54	74.14	
124	29.11	186.49	46.10	87.28	36.09	65.15	
125	48.95	194.59	50.12	42.19	105.48	18.38	
126	40.23	201.30	76.51	90.77	100.48	39.86	
127	53.91	213.32	68.44	30.65	48.97	26.46	
128	79.07	221.18	60.33	45.04	33.86	133.84	
129	55.63	227.24	34.25	34.82	38.71	70.06	
130	59.00	231.15	35.00	83.62	151.74	34.30	
131	101.93	237.99	44.01	126.82	81.81	100.45	
132	61.48	232.36	98.95	79.39	153.62	36.34	
133	12.81	224.62	132.44	96.30	126.22	90.32	
134	96.67	213.46	59.05	98.56	22.61	84.60	
135	34.41	199.75	73.34	118.16	108.67	28.31	
136	127.17	190.85	122.26	18.50	119.37	49.00	
137	62.70	181.59	165.19	87.08	15.12	101.92	
138	91.16	179.75	79.19	116.99	62.30	78.08	
139	7.21	178.91	112.33	54.45	48.66	30.27	
140	87.26	180.69	116.28	23.65	109.13	20.60	
141	20.55	177.77	100.36	41.01	117.82	73.78	
142	84.43	174.27	113.19	33.02	74.08	61.29	
143	12.98	169.49	31.91	111.05	55.61	144.81	
144	30.54	164.47	27.39	28.46	28.66	30.70	
145	22.66	156.29	112.77	56.45	13.90	60.76	
146	108.47	149.35	45.62	46.82	95.12	53.13	
147	41.37	142.56	37.17	94.61	57.99	106.87	
148	117.60	130.64	160.80	114.50	133.15	185.48	
149	57.72	128.01	76.10	71.67	131.12	303.68	
150	22.50	123.60	25.12	52.04	71.77	36.40	
151	82.92	115.04	104.16	91.11	112.86	150.04	
152	77.54	109.17	118.31	79.43	56.22	165.00	
153	47.54	105.72	13.12	15.34	19.01	171.00	
154	91.11	101.83	190.02	117.44	14.51	251.20	
155	95.52	96.21	196.16	116.36	94.16	117.78	
156	98.52	90.95	192.89	141.32	31.18	142.85	
157	99.60	87.71	208.15	128.41	111.07	106.69	
158	93.65	88.95	197.50	142.17	43.07	82.09	
159	88.28	91.83	98.75	135.77	88.20	204.17	
160	83.34	95.51	177.37	124.21	83.01	60.88	
161	80.19	98.23	179.01	163.25	80.22	217.89	
162	76.61	100.82	185.86	95.11	75.56	72.48	
163	67.40	110.29	180.81	97.53	67.40	198.60	
164	54.23	123.92	153.18	186.86	23.02	9.01	
165	53.00	126.80	11.31	44.84	151.08	70.90	
166	133.29	132.38	32.81	26.09	47.89	130.19	
167	58.41	138.75	142.46	44.07	56.50	61.35	
168	37.72	151.52	89.15	114.08	35.64	26.71	
169	137.44	157.04	100.58	34.30	31.13	46.91	
170	61.53	159.59	52.50	15.95	48.45	9.55	
171	21.98	165.87	104.46	42.03	89.25	71.15	
172	65.05	182.00	48.20	104.77	103.10	77.51	
173	96.22	200.87	93.48	73.98	137.54	110.94	
174	47.94	207.05	83.83	97.60	115.27	132.83	
175	63.66	212.17	66.71	30.99	76.55	58.14	
176	57.24	216.81	82.76	41.68	57.24	131.39	
177	62.82	216.52	82.07	28.15	93.07	213.68	
178	72.27	215.90	73.32	7.81	71.29	140.89	
179	56.82	227.30	41.93	47.80	87.93	41.50	
180	75.43	229.71	89.81	81.62	43.27	136.19	
181	96.43	237.93	124.58	14.64	95.47	115.85	
182	111.79	256.91	83.70	68.03	107.15	132.30	
183	123.96	265.68	119.68	129.40	113.32	105.91	
184	53.76	271.90	89.05	32.60	54.74	75.72	
185	110.73	273.46	122.26	64.81	129.81	50.02	
186	110.53	273.31	65.30	88.55	129.54	78.93	
187	16.81	269.34	79.47	68.43	75.50	97.90	
188	48.17	267.37	109.64	75.62	12.35	118.83	
189	42.54	260.62	115.57	94.34	19.53	59.77	
190	122.88	258.82	185.33	110.73	135.11	148.00	
191	121.65	255.80	60.52	97.89	67.62	93.63	
192	111.95	243.61	113.39	48.39	11.07	44.16	
193	55.02	223.54	84.13	82.62	95.88	88.79	
194	95.27	215.89	163.36	20.26	108.97	53.34	
195	66.60	207.62	134.54	40.00	73.90	105.36	
196	86.18	200.94	49.68	28.11	44.43	34.82	
197	98.37	198.40	18.60	69.12	36.40	164.61	
198	98.66	193.37	108.73	84.15	124.54	87.64	
199	29.70	194.05	90.79	74.65	115.47	77.54	
200	71.79	193.03	83.20	109.89	74.91	84.62	
201	96.89	186.51	152.01	113.92	127.70	22.05	
202	95.72	186.31	77.01	21.05	108.46	112.78	
203	104.36	182.98	180.50	85.67	5.00	106.76	
204	117.05	180.69	24.99	28.41	36.00	44.51	
205	121.83	181.68	173.43	88.20	106.80	75.58	
206	50.45	188.70	25.77	92.79	114.16	39.88	
207	153.43	196.40	120.91	29.54	156.86	46.69	
208	47.85	203.57	166.01	52.54	100.73	46.57	
209	110.71	213.95	41.38	72.75	83.88	138.53	
210	52.20	223.63	135.85	108.34	99.36	150.47	
211	138.41	230.88	102.68	121.57	94.20	40.03	
212	9.01	237.23	109.02	38.40	66.83	59.42	
213	42.86	237.33	97.56	40.52	71.89	93.76	
214	62.70	246.33	113.32	18.83	112.53	90.03	
215	64.92	267.29	116.88	118.17	52.76	81.89	
216	103.56	281.72	120.57	42.72	92.52	54.47	
217	126.52	286.09	42.86	66.65	187.39	73.57	
218	104.19	299.53	92.40	106.31	88.59	176.31	
219	172.10	311.15	89.45	99.40	146.81	43.80	
220	99.70	308.21	216.10	108.75	113.85	247.71	
221	138.57	309.33	152.36	84.22	119.85	146.94	
222	24.60	297.57	171.31	148.56	128.01	223.29	
223	122.22	291.27	81.69	86.91	157.96	132.96	
224	29.40	284.98	83.09	148.52	180.17	40.03	
225	85.92	272.25	95.08	161.34	81.74	93.99	
226	49.99	250.87	67.54	75.58	135.03	26.58	
227	104.00	246.20	88.04	18.74	102.13	20.30	
228	72.50	235.45	35.42	73.29	23.90	90.67	
229	109.02	221.82	19.56	70.40	32.38	122.05	
230	74.50	215.22	88.39	81.46	46.84	58.23	
231	103.77	208.96	62.24	109.01	91.66	22.66	
232	111.12	201.31	90.85	121.61	128.06	90.29	
233	55.03	194.43	77.49	70.18	92.36	56.78	
234	97.10	183.62	184.38	60.69	109.18	75.62	
235	81.92	178.67	185.21	95.82	147.77	36.00	
236	110.34	176.56	181.92	55.38	114.70	141.38	
237	115.10	174.00	51.15	9.71	93.29	42.32	
238	98.87	188.15	155.27	87.93	106.27	149.62	
239	109.51	193.10	29.83	120.57	154.78	52.28	
240	99.84	198.58	27.54	72.56	107.17	56.63	
241	88.25	213.68	76.55	92.86	125.87	90.27	
242	103.12	222.77	121.79	61.22	103.57	138.71	
243	101.71	236.17	138.20	143.81	16.16	59.55	
244	123.14	250.35	81.94	36.01	63.07	189.28	
245	119.07	263.42	126.66	49.65	36.28	54.52	
246	55.15	280.72	143.72	117.73	137.94	96.89	
247	191.90	295.35	72.73	87.37	132.13	91.90	
248	156.85	305.31	196.65	88.91	110.81	111.72	
249	151.15	313.03	134.74	114.24	64.08	143.05	
250	153.81	312.03	87.74	117.09	215.88	61.52	
251	142.14	305.92	123.62	87.37	143.93	101.85	
252	152.47	300.00	73.94	81.09	144.11	77.96	
253	132.88	286.53	182.74	63.03	96.88	112.61	
254	126.63	283.61	43.86	85.01	80.04	9.01	
255	106.22	271.20	111.50	170.86	72.32	142.10	
256	102.09	258.16	56.10	34.53	121.31	114.93	
257	31.98	247.25	12.65	37.62	45.51	159.59	
258	90.62	240.69	116.02	44.04	68.43	146.26	
259	90.14	220.98	138.25	63.52	50.77	204.42	
260	91.70	211.52	139.14	59.50	87.14	55.18	
261	80.65	200.11	154.10	70.41	96.08	82.87	
262	87.74	184.97	157.00	74.78	38.71	36.53	
263	66.65	173.19	52.55	57.63	21.03	6.50	
264	84.71	164.08	112.90	71.15	92.90	50.92	
265	159.52	156.25	57.87	23.69	124.75	202.74	
266	90.95	153.40	130.39	99.09	92.31	192.92	
267	86.18	149.62	172.21	8.85	88.15	28.94	
268	86.99	153.59	50.77	68.94	52.24	91.16	
269	110.89	152.75	180.89	109.88	51.98	63.79	
270	32.42	152.75	152.51	56.80	33.62	210.77	
